time,row,column,value
152,1,6,14
517,6,2,0
6,7,7,0
476,7,4,13
199,3,7,8
296,0,3,6
540,7,2,0
478,6,6,228
271,0,6,0
10,5,0,0
427,3,7,39
376,5,4,50
238,5,5,42
600,0,6,185
15,1,5,153
14,3,1,19
190,6,3,0
377,0,2,11
94,1,6,51
397,3,2,18
455,3,1,8
233,2,1,0
552,2,0,0
175,7,6,0
231,4,5,26
230,0,5,34
185,1,0,0
401,2,1,37
314,5,1,10
504,2,6,1065
446,4,0,0
187,1,1,0
710,5,5,13
120,3,3,11
216,7,1,0
447,6,4,8
246,2,6,5
509,4,6,29
501,6,2,0
177,6,1,0
440,3,1,0
649,3,3,172
51,1,0,0
385,2,0,0
649,3,0,12
202,2,5,28
645,3,1,19
78,3,1,0
73,0,2,19
217,0,1,5
420,4,3,12
343,3,6,33
696,1,1,13
656,0,2,0
492,6,7,8
294,4,1,0
170,6,4,0
120,5,4,11
521,3,3,252
555,0,1,16
231,1,2,16
551,3,7,25
188,6,1,0
712,6,4,0
497,0,4,81
313,2,2,26
237,5,2,0
208,7,1,0
290,2,6,0
133,2,4,118
567,0,3,184
174,4,0,0
579,5,6,54
681,3,4,12
35,0,0,23
720,7,6,23
591,4,7,318
187,7,0,0
332,6,7,16
431,7,2,7
563,4,5,10
726,6,6,259
19,6,6,68
508,4,0,0
365,5,6,17
499,6,0,0
42,5,7,37
579,7,0,0
706,5,0,0
553,5,7,26
128,5,7,13
647,6,1,19
476,4,3,56
584,3,4,0
613,6,4,0
99,0,3,10
701,1,7,268
491,6,5,0
234,7,4,13
194,0,0,0
283,6,4,18
291,7,2,0
372,4,3,0
523,3,0,0
91,6,7,41
277,0,4,0
592,1,2,98
585,4,1,0
266,6,3,0
544,6,1,0
490,5,0,0
422,3,3,75
287,3,3,47
705,1,3,212
65,3,2,3
478,1,5,318
555,2,5,158
351,5,0,0
85,1,6,249
513,7,6,0
60,0,2,81
541,4,7,31
7,0,4,3
262,7,1,0
164,6,5,23
177,1,0,0
198,5,5,0
22,6,2,11
364,1,4,28
231,1,3,21
148,3,3,0
499,4,0,8
317,7,6,10
379,7,1,0
624,2,2,37
363,6,4,11
10,7,5,3
154,1,0,0
329,5,4,32
631,4,0,0
17,3,3,49
637,3,1,30
348,2,5,21
681,7,7,0
62,7,4,3
150,1,2,0
62,6,5,12
410,4,4,63
240,1,3,103
695,6,7,74
350,2,2,37
295,3,0,0
374,4,1,22
490,3,5,8
139,6,7,21
297,4,0,0
387,6,5,7
127,7,5,0
433,6,5,25
566,2,7,100
623,2,7,64
552,0,1,52
516,7,5,15
128,0,2,31
26,1,5,14
557,2,0,0
304,0,1,6
489,2,1,0
217,4,3,34
86,2,6,1049
212,5,7,25
246,2,5,0
255,5,5,53
492,5,2,0
583,5,4,17
249,5,5,0
726,7,7,45
566,0,2,58
118,4,7,27
482,3,0,0
636,7,4,0
72,4,6,38
564,3,5,32
357,6,2,0
168,7,7,4
515,3,4,23
614,5,3,0
132,5,1,0
496,3,3,28
406,0,7,507
33,2,7,218
532,7,3,0
64,5,3,3
344,6,7,0
410,1,4,82
367,5,7,7
665,6,3,31
511,4,7,0
95,2,2,26
371,5,3,0
317,3,1,0
105,4,7,27
264,6,4,29
324,3,0,0
40,3,2,14
654,0,6,51
71,4,7,24
542,1,7,135
440,1,5,0
86,1,3,126
119,2,5,56
553,3,1,10
543,6,1,0
323,1,5,6
50,5,5,3
707,6,0,0
1,1,0,0
580,6,0,0
476,4,0,0
226,1,2,5
336,4,6,480
320,0,7,6
677,3,3,54
399,1,1,7
103,2,2,10
326,2,2,61
166,2,4,128
577,5,3,0
327,7,1,0
467,1,6,61
430,6,4,19
332,0,3,51
442,6,0,0
555,1,1,16
241,3,3,14
688,7,4,21
606,5,5,28
204,7,1,0
29,0,5,0
685,2,0,0
367,7,2,0
671,4,3,90
432,6,5,73
287,5,5,29
154,4,5,110
181,5,6,4
518,0,5,219
276,0,1,0
54,6,4,0
181,0,5,12
288,6,4,34
580,1,1,0
131,0,2,52
514,6,2,0
531,6,3,0
123,6,7,4
435,1,0,0
668,0,3,122
611,2,3,11
396,4,1,11
301,7,0,0
226,5,6,0
681,2,6,0
278,0,2,9
133,0,2,28
163,2,7,343
68,6,3,49
562,5,4,0
600,2,3,156
23,7,7,5
701,3,5,1664
103,4,0,0
96,2,6,40
140,2,6,1348
311,4,2,0
298,6,5,49
22,1,1,3
216,7,2,0
208,1,4,68
722,7,4,73
277,2,5,32
502,2,3,117
314,4,1,26
696,6,6,56
707,1,1,0
115,2,0,6
541,6,3,0
535,3,0,0
244,6,6,0
540,3,7,49
240,1,7,44
520,5,4,29
665,5,7,12
706,2,7,69
269,7,0,0
508,5,0,0
678,0,1,0
266,5,3,0
269,7,4,0
40,3,5,215
487,3,4,8
41,6,4,80
342,2,3,33
607,1,6,11
411,3,2,19
453,6,2,8
321,6,7,6
365,1,0,0
412,7,4,19
359,7,3,0
413,6,5,31
409,0,7,226
440,3,4,58
19,2,1,5
549,6,7,49
104,6,0,0
670,5,3,31
516,0,0,23
97,7,0,0
376,2,6,177
45,4,2,0
631,3,0,0
552,6,6,94
635,7,3,0
416,7,3,0
117,3,7,6
496,5,4,36
668,4,1,20
81,0,1,4
447,2,4,45
690,4,0,0
367,6,2,0
589,5,4,54
418,7,3,0
523,7,4,0
712,4,1,0
307,6,7,9
574,6,4,10
511,6,6,0
393,7,5,0
523,0,2,23
128,3,1,0
528,4,6,439
241,4,7,22
73,6,2,0
249,1,6,14
197,4,3,5
499,5,1,0
247,3,7,0
273,4,5,0
575,1,6,864
136,4,3,70
658,3,5,20
144,1,0,0
85,7,3,60
419,4,3,7
298,7,0,0
706,4,4,69
255,4,4,106
615,7,7,11
328,6,4,0
709,2,2,0
471,0,6,146
29,2,7,6
388,4,4,37
547,7,6,15
137,2,6,934
359,2,7,125
463,6,5,0
205,3,6,36
653,4,4,114
379,0,0,17
436,6,1,0
401,6,0,0
327,0,6,200
647,5,7,108
118,0,4,46
658,5,4,12
41,0,1,3
716,0,1,0
462,3,1,0
299,6,4,6
246,1,1,0
298,2,3,0
251,6,1,0
385,7,1,0
433,7,7,8
101,2,2,4
268,4,5,14
55,5,7,6
315,1,3,20
332,7,7,10
346,5,6,0
15,3,3,44
213,0,3,25
108,6,7,4
430,5,1,0
614,2,6,18
290,1,5,0
518,0,6,99
645,2,3,49
386,2,3,160
364,4,4,22
667,0,1,0
442,2,4,13
276,4,0,0
373,5,1,7
518,6,3,0
521,7,4,0
123,7,0,0
581,7,1,0
210,4,1,16
585,6,6,0
483,4,1,8
637,1,4,11
575,5,4,52
401,1,0,0
377,5,1,0
504,2,1,9
97,6,4,29
167,6,1,0
526,3,0,0
238,6,6,0
422,5,4,51
323,4,6,6
580,7,6,10
699,6,1,0
144,7,2,0
488,0,2,0
439,2,1,0
425,7,2,0
265,1,7,70
531,3,7,65
257,1,5,53
673,2,6,428
125,4,4,0
334,4,5,180
249,4,4,0
687,4,2,0
25,3,3,23
476,1,6,138
270,5,5,0
711,4,1,0
244,0,7,5
625,2,4,97
368,4,0,0
703,5,0,0
352,4,0,0
378,3,5,120
390,0,5,7
404,0,1,7
330,4,6,119
372,0,2,103
622,4,7,57
172,6,5,7
328,7,0,0
444,0,3,20
293,3,2,0
140,2,0,0
204,6,6,0
421,1,2,70
60,2,5,166
137,6,3,129
297,3,5,40
35,1,0,0
272,6,2,0
525,4,5,228
604,0,2,18
39,4,1,14
584,1,3,10
442,1,1,0
178,6,2,12
392,6,4,0
12,0,1,0
208,1,3,149
471,4,5,82
107,6,4,4
174,1,0,0
9,3,2,169
208,0,0,12
212,1,5,174
663,1,5,184
280,6,5,108
186,7,6,0
289,0,4,34
182,4,7,31
70,7,4,0
305,1,7,58
412,0,2,12
32,0,1,3
307,2,3,153
606,4,2,0
217,7,0,0
207,2,1,0
345,5,2,27
434,0,5,58
663,5,4,82
473,4,1,21
367,7,1,0
583,6,6,0
286,4,0,9
432,7,7,73
83,3,3,168
49,4,0,0
344,0,0,0
278,5,5,9
53,0,3,3
707,4,4,22
161,3,1,23
122,5,1,0
394,1,6,0
96,1,6,29
234,3,1,5
440,7,7,0
440,6,4,0
47,3,3,20
504,2,0,9
324,6,2,0
120,1,5,17
177,1,7,0
486,4,0,0
267,0,5,14
19,6,2,14
586,4,0,0
587,4,6,0
610,4,1,0
714,7,4,0
532,1,5,65
454,4,1,45
463,5,3,0
554,7,0,0
289,3,6,58
293,1,3,30
540,3,5,15
146,1,3,23
335,1,6,675
177,1,1,0
123,5,2,0
352,0,2,44
492,6,5,14
200,5,7,0
267,4,3,122
207,7,0,0
381,6,0,0
539,7,0,0
274,1,2,5
668,2,6,427
259,3,7,44
84,1,7,148
429,2,1,7
116,3,5,89
107,4,2,0
415,7,4,0
468,3,7,8
570,0,5,184
646,3,5,134
672,1,1,12
542,7,4,0
151,4,0,0
105,4,5,20
460,1,6,34
564,4,2,0
116,6,1,0
526,7,1,0
663,5,2,0
4,5,3,0
658,5,2,0
687,3,6,0
355,7,4,6
18,1,5,522
19,7,4,8
327,0,4,61
485,2,4,28
415,2,6,24
29,7,3,0
480,3,6,449
659,1,7,0
201,0,2,0
626,5,2,49
493,2,1,0
119,0,2,23
317,4,1,0
62,5,4,24
193,1,1,5
456,5,5,90
203,6,0,0
537,6,3,0
550,4,3,80
123,7,1,0
386,5,6,23
692,4,3,0
547,3,2,31
341,2,2,27
66,1,7,487
391,2,2,0
306,1,1,0
303,0,4,74
542,5,3,15
433,1,1,0
379,0,3,63
400,6,2,0
345,2,4,0
99,7,7,4
242,3,0,0
333,1,7,83
228,2,2,5
133,2,2,28
170,0,7,0
106,0,4,10
527,0,0,0
691,6,2,0
647,7,4,30
341,5,5,17
571,0,6,194
536,5,3,0
290,0,3,0
205,4,4,40
202,6,0,0
589,4,6,132
199,3,2,0
118,3,4,43
596,0,3,122
430,4,1,7
333,1,4,93
728,1,3,781
589,7,7,0
376,4,1,11
673,1,1,0
605,7,7,0
599,3,2,71
500,0,6,231
79,0,2,0
507,0,0,0
162,7,2,0
202,6,3,0
596,0,7,274
523,4,3,53
33,6,1,0
523,1,7,61
246,5,4,0
447,5,5,8
269,0,7,23
351,7,3,0
435,4,2,0
388,5,6,11
446,2,0,0
723,4,7,531
110,6,7,6
262,6,5,14
79,1,6,6
140,0,3,83
604,7,4,36
675,7,3,21
268,3,5,65
477,5,7,21
582,3,1,0
152,4,2,0
555,6,1,0
598,0,4,98
541,0,4,49
98,6,4,10
575,6,3,0
141,4,5,126
414,3,1,7
431,7,1,0
490,5,6,22
2,1,6,0
710,4,7,0
10,7,6,3
161,7,4,41
142,5,2,11
517,5,1,0
693,2,5,235
365,6,0,0
95,3,4,47
143,5,7,31
487,2,0,0
703,5,3,13
329,2,3,129
717,7,3,0
60,3,3,117
361,7,4,7
568,5,0,32
718,4,4,134
405,5,3,41
513,5,7,0
93,6,4,79
153,1,1,0
294,6,6,9
142,6,7,17
641,3,4,37
337,6,2,0
671,6,5,31
49,1,4,9
372,5,2,0
711,0,7,13
378,2,4,92
304,6,0,0
248,7,2,0
620,5,2,11
443,5,2,0
408,5,5,113
524,7,2,0
82,0,5,202
637,2,4,19
272,2,5,0
535,1,2,0
338,1,1,6
302,6,4,30
185,6,7,7
155,7,3,0
581,6,1,0
523,3,6,219
549,3,2,151
167,0,4,245
461,7,4,0
516,2,1,9
145,2,6,62
303,1,0,0
660,5,0,0
424,6,0,0
42,0,1,14
645,6,1,0
394,6,3,0
136,2,2,4
532,6,3,0
205,2,6,65
432,3,1,8
116,5,1,17
373,3,5,103
361,6,1,0
375,6,6,0
724,4,5,708
399,6,5,18
157,7,0,0
402,0,7,101
528,4,1,9
560,4,0,0
64,5,5,64
296,3,6,0
70,1,4,111
454,4,2,8
437,3,4,25
435,6,7,25
392,3,5,18
32,6,5,9
575,4,0,0
617,2,0,11
653,5,5,71
317,3,3,20
492,0,2,28
483,2,4,14
277,4,0,0
215,6,5,5
531,0,3,55
600,7,6,64
58,4,7,79
37,7,0,0
699,5,3,22
477,2,3,146
496,0,7,173
197,4,4,5
586,0,4,10
526,3,3,38
667,4,2,0
82,5,2,0
251,0,4,9
625,6,3,11
480,4,6,579
681,7,2,0
158,3,2,0
581,1,7,17
465,2,3,8
132,7,1,0
207,6,7,12
171,4,3,0
263,7,2,0
194,3,4,20
569,0,5,94
273,5,1,0
635,7,2,0
29,6,4,0
193,6,4,16
592,7,3,10
573,2,3,194
217,4,2,0
514,4,3,9
524,3,5,161
69,0,1,12
475,7,5,8
337,3,1,0
136,4,5,133
541,0,3,31
287,2,2,29
155,5,3,224
23,3,5,82
711,4,5,0
581,5,4,27
589,7,4,10
640,1,4,67
250,7,7,0
597,7,5,27
529,4,0,15
371,6,5,0
459,0,0,0
3,5,1,0
116,2,4,40
715,7,3,0
300,3,5,40
226,2,3,8
438,3,3,13
618,2,1,11
433,6,6,20
35,0,1,9
152,7,5,0
552,0,4,210
193,0,5,20
478,2,3,111
6,1,6,0
708,7,4,0
488,2,0,0
315,5,0,0
101,1,0,0
515,2,5,0
267,2,1,0
96,0,1,6
676,5,1,21
129,5,3,42
652,2,5,133
200,4,3,0
518,1,7,61
360,6,7,39
718,6,3,22
313,6,2,0
232,5,1,5
205,2,0,0
695,5,0,0
508,0,1,0
243,6,3,5
706,4,0,0
191,7,4,19
237,5,7,29
393,6,7,0
356,0,2,17
259,0,6,27
518,4,0,15
315,1,7,83
4,4,7,0
185,4,0,0
310,0,1,6
29,4,5,0
149,6,4,0
176,2,0,0
118,1,6,29
644,5,1,0
97,6,5,13
117,3,4,46
596,1,0,0
712,0,0,0
583,7,6,54
398,6,3,11
286,5,3,0
607,0,6,46
245,6,2,0
415,7,1,0
549,3,6,470
608,4,2,0
202,5,6,0
476,3,2,21
78,5,3,0
228,7,1,0
178,7,7,0
297,3,0,0
670,7,3,0
507,0,1,9
45,0,3,63
333,2,1,6
59,2,4,147
210,6,2,0
21,2,3,123
249,6,1,0
405,7,6,11
286,6,2,0
426,3,5,156
98,7,3,0
120,5,1,7
110,5,0,0
320,0,2,0
1,4,1,0
450,3,4,58
271,3,1,0
204,3,7,12
266,1,0,0
555,5,5,74
177,4,0,0
92,6,7,79
494,1,5,209
562,3,3,0
635,3,4,0
608,0,0,0
347,2,1,0
24,5,7,6
98,0,6,13
700,2,5,1137
641,4,6,60
477,2,6,276
514,4,0,0
286,4,3,93
366,6,6,0
282,1,0,0
41,6,5,63
603,6,0,0
96,7,1,0
426,5,2,0
495,0,2,203
378,0,2,28
128,6,4,4
602,0,4,92
455,5,7,111
603,2,3,121
588,6,0,0
341,1,4,10
271,6,3,0
247,5,7,0
185,3,2,7
282,1,7,38
535,3,1,0
79,1,4,0
414,2,1,0
13,3,5,38
495,1,4,131
9,3,4,96
25,7,5,3
58,5,2,3
626,5,4,67
731,5,3,82
328,0,3,57
599,4,0,0
343,6,3,17
274,0,3,9
57,3,2,85
465,2,5,0
246,4,4,9
304,6,3,9
140,4,1,11
236,2,0,5
117,1,5,50
564,3,6,32
112,6,5,10
220,4,7,13
63,3,4,150
548,5,7,209
653,6,2,0
477,0,0,13
260,4,7,22
12,4,5,44
65,5,7,818
128,1,6,7
726,2,6,7374
388,6,3,0
335,6,3,0
725,2,0,0
236,6,4,0
455,3,5,86
616,3,0,0
544,1,3,310
501,0,3,137
663,5,6,165
399,2,4,138
364,0,6,120
685,4,1,0
17,6,2,0
686,5,7,0
11,7,2,0
688,1,3,119
199,4,1,0
379,5,1,11
694,0,0,21
170,6,6,0
350,3,6,87
295,2,0,0
503,0,1,14
615,6,5,36
76,2,7,6
656,2,6,12
676,1,4,66
720,5,7,163
549,2,6,574
417,4,0,0
664,0,0,133
123,0,7,0
622,2,4,92
51,0,6,3
29,4,6,0
41,5,3,0
212,5,4,36
219,5,0,0
521,4,5,152
728,5,0,0
271,3,5,5
4,7,7,0
708,6,6,0
545,6,3,25
238,2,2,26
591,6,1,0
38,5,7,63
187,0,6,27
60,6,7,9
382,7,0,0
376,2,2,50
434,0,7,139
670,6,4,20
636,3,2,0
443,1,7,8
529,1,2,31
448,0,4,25
349,2,6,44
366,1,7,39
497,2,2,72
549,1,5,175
557,2,5,94
36,6,4,18
7,3,6,14
293,3,3,92
591,3,5,122
248,5,7,14
603,0,6,121
183,0,4,15
624,4,0,0
555,1,5,152
712,1,0,0
372,1,6,0
549,4,1,31
114,7,0,0
542,6,6,9
203,7,1,0
560,2,3,0
697,7,7,35
243,0,1,14
617,2,3,92
429,5,4,19
217,0,4,21
390,0,7,11
529,5,0,9
515,4,4,0
1,2,4,8
176,3,1,0
384,3,6,500
593,1,3,186
114,2,3,37
300,6,3,0
130,4,6,11
464,5,2,0
181,1,1,0
534,4,0,0
299,7,6,264
151,4,5,0
163,7,5,11
456,4,4,111
557,7,4,10
421,4,1,7
301,0,6,43
501,0,4,59
499,5,7,72
480,3,3,81
367,2,0,0
317,0,0,0
215,1,6,40
481,2,3,59
35,6,5,123
90,6,1,0
701,5,6,212
530,3,6,230
3,2,4,0
441,6,4,8
66,5,1,3
342,0,1,0
468,2,2,21
601,0,6,149
360,3,5,517
266,1,1,18
265,4,1,0
210,0,5,154
157,2,4,114
130,7,3,0
660,0,6,12
464,2,3,0
183,7,5,15
11,4,6,137
40,1,0,0
278,1,6,32
78,4,3,19
245,6,0,0
629,6,3,0
47,3,0,0
120,4,7,24
698,6,7,99
246,4,3,9
87,4,1,10
423,0,7,82
121,2,0,0
672,7,0,0
16,4,3,27
105,7,4,23
619,7,4,28
371,2,3,11
289,4,5,83
695,1,3,193
619,1,5,57
712,6,3,0
203,7,7,0
634,1,2,11
208,0,7,25
464,4,7,8
309,5,7,6
541,1,4,71
285,5,4,29
406,3,2,18
320,2,0,0
265,5,4,5
728,2,3,744
663,4,3,204
704,6,0,0
122,1,7,21
671,5,1,0
615,7,4,0
544,2,6,230
54,0,5,6
251,7,0,0
514,7,1,0
83,7,6,4
553,2,2,52
688,4,5,107
174,0,6,0
530,5,4,31
633,6,6,0
649,4,7,192
417,6,6,0
352,7,2,0
635,1,4,0
727,1,6,2346
137,3,3,31
272,4,2,0
13,3,7,186
689,7,6,0
495,7,7,28
523,4,7,152
246,2,0,0
495,4,3,59
424,6,2,0
317,3,7,36
432,6,0,0
564,0,3,74
365,3,6,107
528,3,4,120
2,1,0,0
95,3,5,67
542,6,5,129
221,5,6,0
312,5,0,0
655,7,7,0
241,7,2,0
327,5,2,6
8,1,0,5
59,2,2,34
179,6,4,0
197,7,0,0
698,6,6,112
618,1,2,57
256,5,5,89
21,5,6,71
629,5,7,127
25,2,3,9
150,0,5,0
725,6,3,82
402,4,1,41
567,7,6,0
720,4,0,0
202,5,5,5
526,0,1,15
419,7,4,0
219,3,0,0
52,3,0,0
731,3,7,132
11,1,5,483
461,0,3,34
498,2,1,0
44,5,3,0
379,3,1,7
291,7,1,0
386,3,2,18
222,4,1,0
1,5,1,0
120,5,2,11
252,2,7,0
533,5,4,9
691,7,6,0
241,1,4,0
513,6,3,0
579,2,2,54
493,2,5,203
715,2,6,203
256,4,5,39
240,4,4,31
471,6,7,90
363,2,2,22
401,0,3,60
4,3,4,0
2,5,1,0
168,6,4,7
144,2,0,0
58,1,6,87
156,1,1,4
136,5,5,331
79,5,4,0
649,6,2,0
219,1,2,8
387,3,3,96
382,4,5,153
505,0,3,67
668,6,1,31
463,7,4,0
543,7,2,0
493,3,0,0
435,2,1,8
53,7,7,0
717,7,4,22
688,0,1,0
532,4,4,49
623,4,3,64
38,4,1,3
278,2,2,32
648,1,0,0
592,5,4,54
604,2,6,103
47,5,5,25
563,3,7,16
4,0,4,3
416,7,5,7
554,5,5,52
20,3,5,604
200,3,7,0
388,1,2,37
170,7,1,0
330,0,3,42
596,2,4,78
31,7,5,0
8,4,6,3
322,3,4,0
14,6,6,3
613,5,4,11
17,6,1,0
38,5,2,3
587,5,7,17
636,7,0,0
593,3,3,193
671,1,1,0
522,2,6,275
581,3,3,34
586,7,6,0
0,5,3,3
719,0,1,35
364,2,2,22
430,4,5,137
330,2,5,119
587,1,3,0
355,0,1,17
323,0,6,0
688,7,1,0
164,7,1,0
206,5,7,73
326,5,4,6
304,2,6,92
396,4,3,0
42,7,0,0
636,2,0,0
188,3,3,24
494,7,2,0
232,0,4,0
457,3,7,21
569,6,2,0
326,6,4,32
660,5,7,0
515,7,2,0
380,1,7,79
75,2,4,0
595,0,2,34
321,2,7,0
509,0,2,9
188,3,5,27
168,0,1,7
374,2,5,85
321,3,4,0
508,4,2,0
530,7,2,0
48,4,7,15
683,1,1,0
529,1,5,129
375,4,3,68
644,3,4,37
537,0,5,0
339,5,1,0
411,7,6,0
168,5,5,24
257,6,7,17
593,6,1,0
329,2,1,10
34,7,1,0
64,5,7,166
202,2,1,5
606,7,7,36
151,0,4,7
207,7,3,8
419,7,6,7
584,0,1,0
503,2,3,95
137,7,6,0
622,3,2,0
220,2,6,29
374,0,5,131
498,7,6,22
114,4,3,27
200,6,4,0
697,4,3,99
124,4,4,4
425,3,4,31
440,7,6,0
390,4,7,0
230,3,5,16
261,7,4,14
384,4,1,23
702,1,7,246
613,1,4,18
675,3,5,375
557,6,3,0
218,2,4,16
22,0,3,30
85,7,7,16
712,7,2,0
297,4,7,9
47,1,0,0
482,6,4,36
444,7,5,0
57,0,7,226
197,0,0,0
532,6,5,9
103,4,1,0
589,1,3,44
90,4,5,63
360,1,3,164
350,7,6,6
508,7,4,9
576,7,7,10
686,7,5,0
441,0,4,0
261,6,2,50
108,6,6,6
302,6,3,0
524,6,4,9
680,0,7,12
442,4,3,25
277,5,1,0
460,0,7,90
609,4,4,11
73,4,7,19
383,6,7,22
504,6,0,0
683,4,6,0
659,2,5,12
405,6,5,30
8,6,0,0
530,4,4,65
68,2,3,277
64,7,1,0
240,6,3,0
597,7,4,17
129,5,4,46
248,6,5,5
465,2,1,0
443,0,5,0
637,3,5,30
369,5,6,0
558,6,3,0
351,2,4,129
209,1,7,33
603,5,4,64
12,0,0,14
75,1,7,4
105,5,6,0
297,2,6,0
308,2,2,43
227,1,2,5
567,7,7,16
40,1,3,634
561,7,5,0
306,2,7,43
335,6,2,16
565,0,3,58
410,4,5,294
121,2,4,39
516,3,3,29
89,4,2,0
714,3,5,43
598,0,1,44
176,6,6,0
558,2,3,26
668,3,7,153
107,6,3,4
2,0,2,0
696,7,7,13
206,6,0,0
416,6,1,0
290,0,7,0
264,3,5,84
149,5,1,0
633,2,2,0
256,6,0,0
262,4,1,17
653,2,6,114
451,7,4,0
539,6,6,0
362,0,7,148
724,7,7,14
180,3,3,12
345,3,3,0
68,5,2,3
413,6,4,0
460,6,7,13
599,3,6,281
179,6,2,7
659,0,2,12
282,7,3,0
641,1,5,78
534,2,3,31
581,3,6,98
163,3,5,1434
692,0,3,0
336,5,2,0
19,5,6,374
326,1,5,186
85,5,5,146
13,0,5,259
209,2,0,0
130,4,2,0
555,0,7,158
653,2,4,82
339,7,5,10
46,3,1,3
83,7,5,38
150,3,4,7
226,2,2,5
42,5,0,3
13,1,2,24
297,3,1,0
337,3,4,54
142,7,0,0
511,7,4,0
336,2,6,844
395,3,2,0
708,4,6,22
46,0,6,109
190,5,2,4
583,2,2,0
609,6,5,0
509,7,6,15
557,6,5,0
79,6,2,0
226,6,4,0
252,7,2,0
605,6,5,28
491,1,0,0
477,2,5,268
138,1,7,76
260,3,3,58
120,2,6,35
599,6,7,71
677,1,0,0
65,6,6,42
546,1,1,25
44,2,2,23
557,6,7,16
23,5,0,0
389,7,6,11
113,3,6,46
268,0,2,29
329,0,6,251
520,7,1,0
171,0,0,0
156,4,3,4
235,2,0,0
687,1,1,0
348,5,3,6
597,4,5,159
502,5,4,45
285,1,6,52
667,6,2,0
481,3,2,8
552,3,4,100
452,2,1,13
655,1,2,12
362,1,2,28
582,2,3,27
681,1,2,12
355,0,2,44
15,0,7,118
307,1,4,30
596,1,6,203
40,7,6,37
183,6,0,0
313,0,5,251
239,2,0,26
330,6,5,57
315,4,6,61
394,5,1,0
267,0,4,14
342,4,4,0
206,1,6,36
54,4,4,3
330,1,0,0
24,2,0,0
226,3,0,0
83,4,6,342
10,7,3,3
361,5,2,39
54,6,0,0
430,0,1,63
240,6,7,5
357,5,2,6
678,0,2,12
394,5,5,0
96,5,2,0
620,1,0,0
532,1,4,31
378,5,2,7
537,5,5,0
541,2,3,71
667,5,7,694
219,2,1,0
391,6,5,0
551,1,2,89
613,6,5,36
248,6,0,0
339,7,1,0
516,7,6,38
163,1,0,4
602,0,0,0
313,1,1,0
275,7,6,122
106,4,0,0
328,1,7,71
701,0,5,990
502,4,2,0
249,4,1,0
267,3,7,38
185,0,0,4
71,6,5,12
302,6,5,157
551,4,3,111
297,1,6,6
318,6,5,46
384,5,4,30
661,3,6,165
479,5,2,0
599,0,0,17
65,7,2,0
41,1,5,502
539,2,6,0
652,0,4,114
541,4,2,0
161,0,3,84
557,3,3,42
457,3,2,56
304,7,0,0
314,1,4,0
674,2,5,288
227,3,6,0
181,5,2,0
595,4,7,54
81,0,4,73
405,1,2,37
511,2,7,0
673,2,3,161
342,3,7,6
518,2,1,0
590,0,1,10
581,2,7,98
236,6,3,13
432,1,1,13
294,5,7,15
83,5,2,0
316,2,3,61
457,4,5,90
351,2,1,10
328,5,7,113
162,7,5,7
370,6,1,0
48,6,5,9
335,5,5,83
690,4,1,0
191,1,1,12
8,2,2,22
295,6,0,0
350,0,2,6
511,0,6,15
304,5,0,19
116,3,1,23
328,6,0,0
553,2,1,0
426,5,6,55
436,2,7,58
484,7,0,0
319,5,3,6
416,2,3,0
22,4,3,51
514,6,7,0
300,3,4,25
254,2,1,0
489,1,6,8
1,1,3,3
661,1,0,31
531,5,6,31
231,7,7,0
147,7,2,0
89,2,0,0
570,6,5,32
219,6,5,8
366,1,4,17
13,3,4,147
584,0,0,0
233,3,4,13
464,3,5,34
46,2,0,0
684,1,7,54
278,6,2,0
489,2,5,0
264,1,7,47
467,3,3,8
351,4,3,37
647,5,3,0
394,0,2,0
617,7,1,0
429,7,3,7
279,0,2,9
2,0,0,0
257,3,4,44
440,0,1,0
465,3,0,0
31,5,1,0
271,0,4,0
479,4,5,172
523,4,4,319
259,2,2,22
513,4,0,0
614,1,6,36
417,6,5,7
75,6,4,0
1,2,1,0
580,0,5,27
543,1,7,151
585,7,2,0
716,1,3,225
27,2,3,9
403,7,7,30
147,4,2,0
448,6,5,20
359,0,1,21
513,5,6,0
317,3,4,6
133,7,6,0
53,2,2,3
333,2,5,174
706,1,6,69
625,6,0,0
630,2,2,0
116,2,0,0
152,3,7,32
136,6,2,0
115,2,2,73
236,4,5,55
365,6,6,28
457,6,1,0
709,3,5,69
549,5,0,0
194,2,6,56
382,0,0,0
361,7,2,0
521,1,6,161
99,3,5,4
109,2,1,6
605,3,4,167
631,0,4,30
207,1,4,68
93,6,6,16
81,3,7,117
372,0,4,28
135,6,6,7
398,4,6,48
708,5,7,22
335,0,1,36
313,2,5,164
303,1,2,34
252,7,1,0
700,2,4,337
598,4,0,27
291,3,1,0
480,6,7,72
46,0,7,89
31,2,5,6
231,2,3,34
157,6,6,11
675,5,5,33
674,6,1,0
169,4,3,46
161,4,5,234
400,1,6,167
555,6,3,16
360,1,4,57
610,7,0,0
352,0,1,10
562,2,7,0
675,7,5,12
226,2,6,0
702,6,3,22
81,4,7,148
272,7,4,0
197,6,2,0
710,1,6,13
490,0,4,14
358,7,0,0
440,2,7,13
264,0,6,56
450,1,5,40
348,3,2,6
721,5,6,104
98,0,7,37
187,6,2,0
536,0,6,0
549,6,4,0
612,5,6,0
223,2,0,0
434,4,6,124
443,6,1,0
258,6,1,9
503,4,7,117
241,0,3,50
641,3,6,67
546,7,7,0
720,2,4,272
